DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover,,,,,
28Oct2021 9:00:00;8,10;7,40;49,00;0,50;50;0;0,0
28Oct2021 10:00:00;10,40;9,60;45,10;0,00;0;0;0,0
28Oct2021 11:00:00;14,30;13,20;36,80;0,50;70;0;0,0
28Oct2021 12:00:00;14,50;13,40;35,80;0,50;260;0;0,0
28Oct2021 13:00:00;15,40;14,20;33,80;1,00;240;0;0,0
28Oct2021 14:00:00;17,60;16,30;30,70;0,50;10;0;0,0
28Oct2021 15:00:00;18,40;17,20;30,70;0,50;60;0;0,0
28Oct2021 16:00:00;17,60;16,50;32,70;1,00;260;0;0,0
28Oct2021 17:00:00;16,80;15,70;33,70;1,00;260;0;0,0
28Oct2021 18:00:00;16,20;15,20;35,50;0,00;0;1;1,80
28Oct2021 19:00:00;14,40;13,60;42,80;0,00;0;3;3,0
28Oct2021 20:00:00;12,60;11,70;43,50;3,10;20;2;2,0
28Oct2021 21:00:00;11,80;11,00;44,60;3,10;50;0;0,0
28Oct2021 22:00:00;10,90;10,10;47,00;3,10;50;0;0,0
28Oct2021 23:00:00;10,20;9,60;54,00;2,60;50;0;0,0
29Oct2021 0:00:00;9,90;8,70;57,10;2,10;50;1;4,40
29Oct2021 1:00:00;9,20;7,80;62,90;2,60;50;3;4,0
29Oct2021 2:00:00;8,50;6,50;66,00;3,60;40;0;0,0
29Oct2021 3:00:00;7,90;6,30;69,20;2,60;50;0;0,0
29Oct2021 4:00:00;7,50;5,60;72,10;3,10;50;3;4,0
29Oct2021 5:00:00;7,40;5,50;74,20;3,10;40;3;4,0
29Oct2021 6:00:00;6,80;4,80;75,70;3,10;50;1;3,50
29Oct2021 7:00:00;6,50;4,70;78,90;2,60;50;3;3,0
29Oct2021 8:00:00;6,40;4,60;78,90;2,60;30;3;2,50
29Oct2021 9:00:00;8,10;6,90;72,20;2,10;50;0;3,30
29Oct2021 10:00:00;11,60;11,20;59,20;2,60;50;3;3,0
29Oct2021 11:00:00;13,10;12,60;52,90;2,10;30;2;2,0
29Oct2021 12:00:00;14,40;13,80;46,60;2,60;30;1;1,80
29Oct2021 13:00:00;15,10;14,40;43,60;3,10;50;4;3,50
29Oct2021 14:00:00;14,40;13,70;45,60;2,60;100;4;3,50
29Oct2021 15:00:00;14,70;14,00;43,80;4,10;50;3;5,20
29Oct2021 16:00:00;14,80;14,00;42,60;3,10;40;3;3,0
29Oct2021 17:00:00;13,80;13,10;46,80;3,10;70;4;3,50
29Oct2021 18:00:00;12,60;12,00;50,90;4,10;50;2;0,50
29Oct2021 19:00:00;11,60;10,90;50,70;2,60;50;1;1,0
29Oct2021 20:00:00;10,90;10,30;53,10;2,60;50;0;0,0
29Oct2021 21:00:00;10,20;9,60;56,00;2,10;30;0;0,0
29Oct2021 22:00:00;8,90;8,40;61,10;1,00;50;0;0,0
29Oct2021 23:00:00;8,30;7,00;65,90;2,10;40;0;0,0
30Oct2021 0:00:00;7,60;6,20;69,10;2,10;50;0;0,0
30Oct2021 1:00:00;7,00;5,60;72,00;2,10;40;0;0,0
30Oct2021 2:00:00;6,30;4,70;74,00;2,10;50;0;0,0
30Oct2021 3:00:00;5,60;3,60;77,10;2,60;60;0;0,0
30Oct2021 4:00:00;4,90;3,10;78,70;2,10;60;0;0,0
30Oct2021 5:00:00;4,50;2,70;78,60;2,10;40;0;0,0
30Oct2021 6:00:00;4,30;1,70;78,60;3,10;40;0;0,0
30Oct2021 7:00:00;3,90;2,00;79,60;2,10;60;0;0,0
30Oct2021 8:00:00;4,30;1,70;78,00;3,10;50;0;0,0
30Oct2021 9:00:00;7,30;5,80;67,10;2,10;60;0;0,0
30Oct2021 10:00:00;10,30;9,80;58,90;2,60;40;0;0,0
30Oct2021 11:00:00;11,30;10,80;57,10;2,10;30;0;0,0
30Oct2021 12:00:00;13,30;12,70;49,70;2,10;60;2;2,0
30Oct2021 13:00:00;14,20;13,60;46,90;2,60;40;2;2,0
30Oct2021 14:00:00;13,90;13,20;45,80;1,00;350;0;0,0
30Oct2021 15:00:00;14,90;14,10;42,60;0,00;0;0;0,0
30Oct2021 16:00:00;15,00;14,20;41,80;1,00;10;0;0,0
30Oct2021 17:00:00;14,80;14,00;41,70;0,00;0;0;0,0
30Oct2021 18:00:00;13,40;12,70;46,70;2,10;40;0;0,0
30Oct2021 19:00:00;12,10;11,50;50,80;1,50;40;0;0,0
30Oct2021 20:00:00;11,30;10,60;50,90;1,50;20;0;0,0
30Oct2021 21:00:00;10,20;9,60;54,00;2,10;40;0;0,0
30Oct2021 22:00:00;8,70;7,30;56,80;2,10;40;0;0,0
30Oct2021 23:00:00;8,20;6,80;58,80;2,10;40;0;0,0
31Oct2021 0:00:00;7,60;6,10;59,90;2,10;40;0;0,0
31Oct2021 1:00:00;6,90;5,30;61,90;2,10;50;0;0,0
31Oct2021 2:00:00;6,20;4,20;65,00;2,60;50;0;0,0
31Oct2021 3:00:00;6,50;6,00;64,10;1,50;40;0;0,0
31Oct2021 4:00:00;6,50;4,30;64,10;3,10;50;4;4,0
31Oct2021 5:00:00;6,50;4,30;64,10;3,10;50;5;6,0
31Oct2021 6:00:00;6,60;5,00;64,10;2,10;60;6;6,0
31Oct2021 7:00:00;6,50;6,00;64,10;1,00;40;6;6,0
31Oct2021 8:00:00;6,80;6,30;62,80;1,50;60;5;4,50
31Oct2021 9:00:00;7,90;7,40;60,90;1,00;60;0;5,70
31Oct2021 10:00:00;9,40;8,80;57,80;0,50;40;51;4,50
31Oct2021 11:00:00;7,90;7,70;78,00;1,00;70;80;5,50
31Oct2021 12:00:00;8,10;6,70;81,90;2,60;50;80;7,10
31Oct2021 13:00:00;9,70;9,00;78,80;2,10;60;25;5,50
31Oct2021 14:00:00;11,60;11,50;70,00;3,10;50;25;4,50
31Oct2021 15:00:00;12,20;12,00;64,10;2,10;40;2;6,30
31Oct2021 16:00:00;12,30;12,20;67,30;2,60;50;25;4,50
31Oct2021 17:00:00;11,00;11,10;79,00;1,00;40;25;4,50
31Oct2021 18:00:00;11,50;11,60;77,00;1,00;60;2;6,30
31Oct2021 19:00:00;11,40;11,40;74,90;1,50;40;25;4,50
31Oct2021 20:00:00;11,70;11,70;72,90;1,00;50;25;4,50
31Oct2021 21:00:00;10,90;10,80;73,80;0,00;0;1;3,0
31Oct2021 22:00:00;10,40;10,30;76,80;1,00;40;25;4,0
31Oct2021 23:00:00;10,30;10,20;75,70;1,00;50;25;4,50
01Nov2021 0:00:00;9,60;9,50;77,70;1,00;50;3;6,30
01Nov2021 1:00:00;8,90;8,70;79,80;0,50;50;3;4,0
01Nov2021 2:00:00;8,90;8,70;78,70;1,50;50;5;4,50
01Nov2021 3:00:00;9,20;9,00;77,10;0,50;60;10;6,60
01Nov2021 4:00:00;9,40;9,20;77,20;1,50;50;6;5,50
01Nov2021 5:00:00;9,00;8,80;78,70;1,50;50;51;5,50
01Nov2021 6:00:00;9,30;9,10;77,20;1,00;40;4;6,60
01Nov2021 7:00:00;9,80;9,60;75,10;0,50;50;80;5,50
01Nov2021 8:00:00;10,00;9,90;76,70;1,50;60;25;6,0
01Nov2021 9:00:00;10,90;10,80;73,80;1,50;40;10;6,60
01Nov2021 10:00:00;14,00;13,90;61,00;2,60;40;5;4,50
01Nov2021 11:00:00;16,80;16,80;52,80;1,50;30;5;4,50
01Nov2021 12:00:00;17,90;18,00;49,90;0,50;90;4;7,10
01Nov2021 13:00:00;19,10;19,10;45,70;1,50;210;5;5,0
01Nov2021 14:00:00;18,90;19,00;46,90;2,60;170;25;6,0
01Nov2021 15:00:00;18,50;18,60;48,70;2,10;180;4;7,10
01Nov2021 16:00:00;15,10;15,60;68,30;1,50;240;80;5,50
01Nov2021 17:00:00;15,00;15,90;77,00;2,60;270;80;6,0
01Nov2021 18:00:00;12,30;13,20;97,40;1,50;220;80;7,10
01Nov2021 19:00:00;12,70;13,70;96,80;0,50;320;80;6,0
01Nov2021 20:00:00;12,90;13,90;95,50;0,00;0;25;5,0
01Nov2021 21:00:00;12,90;13,90;96,80;0,00;0;80;7,30
01Nov2021 22:00:00;12,70;13,60;95,50;0,00;0;80;5,50
01Nov2021 23:00:00;12,50;13,40;95,50;0,00;0;80;5,50
02Nov2021 0:00:00;12,40;13,30;97,40;0,00;0;25;7,10
02Nov2021 1:00:00;12,40;13,30;97,40;0,00;0;5;4,50
02Nov2021 2:00:00;12,00;12,80;97,40;0,00;0;6;5,50
02Nov2021 3:00:00;11,60;12,30;98,70;0,50;30;2;6,60
02Nov2021 4:00:00;11,50;12,20;98,70;0,50;30;10;5,50
02Nov2021 5:00:00;11,40;12,10;98,70;0,50;60;10;5,50
02Nov2021 6:00:00;11,00;11,60;98,70;0,50;40;80;5,70
02Nov2021 7:00:00;10,70;11,20;99,30;1,00;30;10;5,0
02Nov2021 8:00:00;10,50;11,00;100,00;0,50;60;10;4,50
02Nov2021 9:00:00;10,90;11,50;99,30;0,50;20;10;5,20
02Nov2021 10:00:00;12,40;13,40;98,70;1,50;70;10;4,50
02Nov2021 11:00:00;15,80;17,20;82,90;1,50;60;10;3,50
02Nov2021 12:00:00;17,40;18,70;71,10;0,50;40;10;4,50
02Nov2021 13:00:00;17,10;18,00;66,00;2,10;180;6;6,0
02Nov2021 14:00:00;18,10;19,20;64,10;1,00;180;5;5,0
02Nov2021 15:00:00;17,80;18,70;62,30;2,10;170;6;6,0
02Nov2021 16:00:00;18,20;18,90;57,20;2,10;190;4;4,0
02Nov2021 17:00:00;18,10;18,70;57,20;1,00;190;4;3,50
02Nov2021 18:00:00;17,20;17,80;61,00;0,50;200;5;2,90
02Nov2021 19:00:00;15,80;16,40;68,00;0,00;0;4;4,0
02Nov2021 20:00:00;15,30;16,00;71,10;0,00;0;3;5,0
02Nov2021 21:00:00;14,00;14,70;78,90;0,00;0;4;6,20
02Nov2021 22:00:00;13,40;14,10;83,70;0,00;0;5;4,50
02Nov2021 23:00:00;13,20;13,90;83,70;0,50;360;5;4,50
03Nov2021 0:00:00;12,80;13,40;84,80;0,50;360;4;6,60
03Nov2021 1:00:00;13,50;14,10;81,00;0,00;0;80;5,50
03Nov2021 2:00:00;14,00;14,60;76,90;0,00;0;25;6,0
03Nov2021 3:00:00;13,20;13,90;86,00;0,00;0;80;7,0
03Nov2021 4:00:00;12,00;12,80;97,40;0,50;180;80;6,0
03Nov2021 5:00:00;12,10;13,00;98,70;0,00;0;25;6,0
03Nov2021 6:00:00;11,90;12,70;99,30;0,50;190;80;7,0
03Nov2021 7:00:00;12,10;12,90;97,40;0,00;0;80;6,0
03Nov2021 8:00:00;11,90;12,70;99,30;0,50;250;10;6,0
03Nov2021 9:00:00;12,30;13,30;100,00;0,50;170;10;7,0
03Nov2021 10:00:00;12,90;14,00;98,70;0,00;0;51;6,0
03Nov2021 11:00:00;13,50;14,80;97,40;0,50;200;6;6,0
03Nov2021 12:00:00;14,40;15,80;92,50;0,50;200;5;7,0
03Nov2021 13:00:00;15,00;16,50;89,60;0,50;200;6;6,0
03Nov2021 14:00:00;17,10;18,60;75,80;0,50;190;6;6,0
03Nov2021 15:00:00;17,50;18,70;69,20;0,50;250;5;7,30
03Nov2021 16:00:00;18,00;19,30;68,00;1,00;200;4;4,0
03Nov2021 17:00:00;17,40;18,50;68,30;0,50;220;3;4,0
03Nov2021 18:00:00;16,60;17,80;73,30;0,50;200;1;3,50
03Nov2021 19:00:00;15,10;16,20;81,70;0,00;0;3;4,0
03Nov2021 20:00:00;14,10;15,10;86,60;1,00;30;2;2,0
03Nov2021 21:00:00;13,20;14,00;87,70;0,00;0;1;1,80
03Nov2021 22:00:00;12,50;13,20;90,60;1,00;40;0;0,0
03Nov2021 23:00:00;11,60;12,20;92,30;2,10;50;0;0,0
04Nov2021 0:00:00;11,10;11,50;92,30;0,50;50;10;0,0
04Nov2021 1:00:00;10,70;11,10;95,40;1,50;30;10;0,0
04Nov2021 2:00:00;10,40;10,80;95,40;1,50;50;10;0,0
04Nov2021 3:00:00;9,90;10,20;95,40;1,50;40;10;0,0
04Nov2021 4:00:00;9,40;8,90;95,40;2,10;40;45;0,0
04Nov2021 5:00:00;8,80;9,00;96,70;1,50;50;45;0,0
04Nov2021 6:00:00;8,40;8,50;96,70;1,50;40;42;2,0
04Nov2021 7:00:00;8,00;8,10;97,30;1,50;40;45;2,0
04Nov2021 8:00:00;8,00;6,90;98,60;2,60;50;10;4,0
04Nov2021 9:00:00;8,90;7,70;99,30;3,60;60;10;0,0
04Nov2021 10:00:00;10,60;11,00;95,40;3,60;60;45;0,0
04Nov2021 11:00:00;12,80;13,50;88,80;2,60;70;45;0,0
04Nov2021 12:00:00;15,30;16,50;81,80;2,10;60;10;0,0
04Nov2021 13:00:00;18,20;19,50;66,30;1,50;70;0;0,0
04Nov2021 14:00:00;19,60;20,40;53,20;0,50;80;0;0,0
04Nov2021 15:00:00;19,00;19,30;49,90;1,00;270;2;2,0
04Nov2021 16:00:00;20,40;21,00;47,90;0,00;0;0;0,0
04Nov2021 17:00:00;19,50;19,80;47,70;0,00;0;0;0,0
04Nov2021 18:00:00;17,10;17,60;58,90;0,00;0;0;0,0
04Nov2021 19:00:00;15,60;16,10;67,00;0,00;0;0;0,0
04Nov2021 20:00:00;14,20;14,80;75,90;0,50;30;0;0,0
04Nov2021 21:00:00;13,30;13,90;82,10;0,50;30;0;0,0
04Nov2021 22:00:00;12,30;12,70;83,60;1,50;50;0;0,0
04Nov2021 23:00:00;11,60;12,00;86,40;1,00;50;0;0,0
05Nov2021 0:00:00;11,00;11,40;89,90;1,50;50;10;0,0
05Nov2021 1:00:00;10,40;10,70;89,80;1,50;50;10;0,0
05Nov2021 2:00:00;9,70;9,90;91,60;1,50;50;10;0,0
05Nov2021 3:00:00;9,10;9,20;92,80;1,50;50;41;0,0
05Nov2021 4:00:00;8,60;8,70;94,70;1,00;50;45;0,0
05Nov2021 5:00:00;8,20;7,40;94,70;2,10;40;45;0,0
05Nov2021 6:00:00;7,00;5,60;98,60;2,60;40;45;0,0
05Nov2021 7:00:00;6,40;6,40;100,00;1,50;40;45;0,0
05Nov2021 8:00:00;6,60;6,60;99,30;1,00;40;45;0,0
05Nov2021 9:00:00;8,20;8,20;94,70;1,00;60;45;0,0
05Nov2021 10:00:00;9,60;9,10;89,80;2,10;70;45;0,0
05Nov2021 11:00:00;13,60;13,90;73,30;1,00;80;45;0,0
05Nov2021 12:00:00;16,40;16,90;63,30;0,50;80;10;0,0
05Nov2021 13:00:00;18,10;17,90;44,80;0,50;60;0;0,0
05Nov2021 14:00:00;18,90;18,80;44,70;1,00;130;0;0,0
05Nov2021 15:00:00;19,00;19,10;46,90;0,50;150;1;0,0
05Nov2021 16:00:00;19,30;19,40;45,70;1,00;260;0;0,0
05Nov2021 17:00:00;19,20;19,30;45,70;0,00;0;0;0,0
05Nov2021 18:00:00;16,80;17,00;56,10;0,00;0;0;0,0
05Nov2021 19:00:00;15,10;15,40;65,20;0,00;0;0;0,0
05Nov2021 20:00:00;13,80;14,10;70,90;0,50;30;0;0,0
05Nov2021 21:00:00;12,10;12,30;77,10;0,50;30;0;0,0
05Nov2021 22:00:00;11,10;11,20;79,60;1,00;40;0;0,0
05Nov2021 23:00:00;10,10;10,10;81,60;0,50;50;0;0,0
06Nov2021 0:00:00;9,30;9,30;85,60;0,50;60;10;0,0
06Nov2021 1:00:00;8,70;8,70;87,90;1,00;50;0;0,0
06Nov2021 2:00:00;8,00;7,90;88,40;1,00;50;10;0,0
06Nov2021 3:00:00;7,30;7,20;90,80;1,00;50;10;0,0
06Nov2021 4:00:00;6,90;6,80;91,40;1,00;50;10;0,0
06Nov2021 5:00:00;6,30;6,20;92,70;0,50;40;10;0,0
06Nov2021 6:00:00;5,80;5,60;92,60;0,50;50;10;0,0
06Nov2021 7:00:00;5,80;5,60;92,60;1,00;10;10;0,0
06Nov2021 8:00:00;4,00;3,80;93,20;0,50;50;10;0,0
06Nov2021 9:00:00;6,80;6,70;92,70;1,00;40;10;0,0
06Nov2021 10:00:00;9,60;9,50;78,80;1,00;50;10;0,0
06Nov2021 11:00:00;12,40;12,50;72,10;0,50;70;10;0,0
06Nov2021 12:00:00;14,90;15,00;62,10;0,50;190;5;0,0
06Nov2021 13:00:00;16,30;16,30;54,90;1,00;200;5;0,0
06Nov2021 14:00:00;18,10;18,20;50,00;0,50;220;0;0,0
06Nov2021 15:00:00;19,40;19,40;44,80;0,00;0;2;0,0
06Nov2021 16:00:00;20,40;20,30;40,70;0,00;0;0;0,0
06Nov2021 17:00:00;19,50;19,30;41,60;0,50;200;0;0,0
06Nov2021 18:00:00;16,90;16,80;51,00;0,00;0;0;0,0
06Nov2021 19:00:00;14,90;14,90;59,20;0,00;0;0;0,0
06Nov2021 20:00:00;13,80;14,00;68,00;0,50;10;0;0,0
06Nov2021 21:00:00;12,70;12,80;71,10;0,50;30;0;0,0
06Nov2021 22:00:00;11,60;11,60;73,90;0,50;40;0;0,0
06Nov2021 23:00:00;10,90;10,80;74,80;0,50;30;0;0,0
07Nov2021 0:00:00;10,40;10,30;74,20;0,50;30;10;0,0
07Nov2021 1:00:00;9,60;9,40;76,10;0,00;0;10;0,0
07Nov2021 2:00:00;9,00;8,80;77,60;0,00;0;10;0,0
07Nov2021 3:00:00;8,30;8,10;80,80;1,00;40;10;0,0
07Nov2021 4:00:00;7,90;7,70;80,80;0,50;40;10;0,0
07Nov2021 5:00:00;7,00;6,80;83,50;0,50;40;10;0,0
07Nov2021 6:00:00;6,90;6,70;83,50;0,50;40;10;0,0
07Nov2021 7:00:00;6,50;6,20;80,60;0,50;50;10;0,0
07Nov2021 8:00:00;6,60;6,30;80,60;1,00;30;10;0,0
07Nov2021 9:00:00;9,50;9,20;70,00;1,50;60;10;0,0
07Nov2021 10:00:00;12,80;12,50;59,90;1,00;40;5;0,0
07Nov2021 11:00:00;15,80;15,60;51,80;0,00;0;5;0,0
07Nov2021 12:00:00;19,20;18,90;40,70;1,50;70;5;1,20
07Nov2021 13:00:00;20,60;20,00;34,50;0,50;70;2;2,50
07Nov2021 14:00:00;21,30;20,70;33,50;0,50;90;2;2,50
07Nov2021 15:00:00;23,00;22,40;30,70;0,50;90;5;1,20
07Nov2021 16:00:00;21,90;21,20;31,70;0,50;180;3;2,50
07Nov2021 17:00:00;21,40;20,80;33,60;0,00;0;3;2,50
07Nov2021 18:00:00;18,40;18,00;41,60;0,00;0;5;1,20
07Nov2021 19:00:00;17,40;17,30;48,80;0,50;210;2;2,50
07Nov2021 20:00:00;15,60;15,70;58,20;0,00;0;2;2,50
07Nov2021 21:00:00;14,10;14,30;66,30;0,00;0;0;0,0
07Nov2021 22:00:00;13,20;13,20;66,10;0,50;20;0;0,0
07Nov2021 23:00:00;11,70;11,60;70,00;1,00;40;0;0,0
08Nov2021 0:00:00;10,90;10,80;72,30;1,50;40;0;0,0
08Nov2021 1:00:00;10,60;10,40;72,20;1,00;60;0;0,0
08Nov2021 2:00:00;10,20;10,00;73,10;0,50;40;0;0,0
08Nov2021 3:00:00;9,60;9,40;75,10;1,50;40;0;0,0
08Nov2021 4:00:00;9,30;9,10;76,10;1,00;40;0;0,0
08Nov2021 5:00:00;9,30;9,10;75,00;1,00;40;0;0,0
08Nov2021 6:00:00;8,70;8,50;77,10;1,50;40;0;0,0
08Nov2021 7:00:00;8,50;8,30;78,10;1,00;20;2;1,50
08Nov2021 8:00:00;8,20;8,00;78,60;1,50;40;10;5,0
08Nov2021 9:00:00;10,20;10,00;72,10;1,50;40;10;1,20
08Nov2021 10:00:00;13,40;13,20;60,90;1,00;50;0;0,0
08Nov2021 11:00:00;16,50;16,40;52,00;0,50;70;0;0,0
08Nov2021 12:00:00;18,80;18,70;44,70;0,00;0;0;0,0
08Nov2021 13:00:00;19,50;19,30;41,60;0,50;210;0;0,0
08Nov2021 14:00:00;21,30;20,80;34,70;0,50;260;0;0,0
08Nov2021 15:00:00;21,50;21,20;35,80;0,50;260;0;0,0
08Nov2021 16:00:00;22,00;21,60;33,70;0,50;330;0;0,0
08Nov2021 17:00:00;21,00;20,70;37,70;0,00;0;0;0,0
08Nov2021 18:00:00;18,20;18,10;46,70;0,50;40;0;0,0
08Nov2021 19:00:00;17,00;16,80;47,70;0,00;0;0;0,0
08Nov2021 20:00:00;15,80;15,60;52,90;0,50;30;0;0,0
08Nov2021 21:00:00;14,20;13,90;55,80;1,00;40;0;0,0
08Nov2021 22:00:00;13,60;13,40;58,90;1,50;40;0;0,0
08Nov2021 23:00:00;12,60;12,40;62,00;1,50;30;0;0,0
09Nov2021 0:00:00;11,80;11,60;64,90;1,00;40;0;0,0
09Nov2021 1:00:00;11,20;11,00;67,00;1,00;30;0;0,0
09Nov2021 2:00:00;10,20;10,00;71,10;1,00;40;0;0,0
09Nov2021 3:00:00;9,20;9,00;74,00;1,00;50;0;0,0
09Nov2021 4:00:00;8,60;8,40;77,00;1,00;30;0;0,0
09Nov2021 5:00:00;7,80;7,60;79,10;1,00;40;0;0,0
09Nov2021 6:00:00;7,20;7,00;80,70;1,50;50;0;0,0
09Nov2021 7:00:00;7,20;7,00;80,70;1,50;40;0;0,0
09Nov2021 8:00:00;6,90;6,70;82,90;1,00;60;0;0,0
09Nov2021 9:00:00;10,50;10,30;69,20;0,50;50;0;0,0
09Nov2021 10:00:00;12,60;12,40;62,00;1,00;60;5;0,0
09Nov2021 11:00:00;15,60;15,40;52,80;0,50;70;5;0,0
09Nov2021 12:00:00;19,20;19,00;42,70;0,50;130;2;1,0
09Nov2021 13:00:00;19,50;19,20;40,70;0,50;200;2;0,0
09Nov2021 14:00:00;20,60;20,30;38,20;1,00;238;2;0,60
09Nov2021 15:00:00;20,50;20,20;38,60;1,50;250;2;1,20
09Nov2021 16:00:00;20,20;19,80;37,70;1,50;250;2;2,0
09Nov2021 17:00:00;19,90;19,10;33,60;1,00;250;2;2,0
09Nov2021 18:00:00;18,70;17,90;35,70;0,00;0;0;1,0
09Nov2021 19:00:00;15,90;15,40;46,70;0,00;0;2;2,0
09Nov2021 20:00:00;14,50;14,30;55,20;0,00;0;2;2,0
09Nov2021 21:00:00;13,10;12,90;61,20;0,00;0;2;0,80
09Nov2021 22:00:00;12,50;12,30;64,10;0,00;0;1;1,0
09Nov2021 23:00:00;12,80;12,60;62,90;0,50;220;60;4,50
10Nov2021 0:00:00;12,10;11,90;64,90;1,00;200;3;6,30
10Nov2021 1:00:00;12,10;12,00;66,30;1,00;280;81;4,50
10Nov2021 2:00:00;11,80;11,70;68,10;1,00;250;80;5,0
10Nov2021 3:00:00;8,80;7,30;84,90;3,60;320;80;7,10
10Nov2021 4:00:00;7,90;6,50;81,90;2,60;30;80;5,50
10Nov2021 5:00:00;7,90;6,60;71,20;2,10;330;25;4,50
10Nov2021 6:00:00;7,40;5,20;66,20;3,60;330;2;6,30
10Nov2021 7:00:00;6,80;5,30;70,00;2,10;310;80;3,50
10Nov2021 8:00:00;6,50;6,10;68,90;1,50;320;80;2,0
10Nov2021 9:00:00;6,70;6,30;67,50;1,50;350;3;3,0
10Nov2021 10:00:00;7,70;6,00;64,90;2,60;50;80;4,0
10Nov2021 11:00:00;8,40;5,60;55,90;5,70;40;80;3,0
10Nov2021 12:00:00;9,30;6,80;51,10;5,10;40;3;3,0
10Nov2021 13:00:00;9,90;7,60;46,00;4,60;40;80;2,0
10Nov2021 14:00:00;10,00;7,80;44,00;4,10;30;80;2,0
10Nov2021 15:00:00;10,10;9,20;44,10;3,10;60;2;2,0
10Nov2021 16:00:00;10,30;9,40;42,80;2,10;40;2;2,0
10Nov2021 17:00:00;9,20;7,10;41,00;3,10;50;0;0,0
10Nov2021 18:00:00;8,00;5,50;40,00;3,60;60;0;0,0
10Nov2021 19:00:00;6,80;4,20;47,20;3,60;60;0;0,0
10Nov2021 20:00:00;5,90;3,70;51,30;2,60;20;0;0,0
10Nov2021 21:00:00;5,20;2,90;53,10;2,60;40;0;0,0
10Nov2021 22:00:00;4,40;2,40;57,40;2,10;50;0;0,0
10Nov2021 23:00:00;3,50;1,40;60,20;2,10;50;0;0,0
11Nov2021 0:00:00;3,30;1,20;60,60;2,10;30;0;0,0
11Nov2021 1:00:00;2,20;-0,10;66,50;2,10;50;0;0,0
11Nov2021 2:00:00;1,70;-0,60;66,40;2,10;40;0;0,0
11Nov2021 3:00:00;1,10;1,00;68,30;1,50;50;0;0,0
11Nov2021 4:00:00;0,70;0,60;69,20;1,00;50;0;0,0
11Nov2021 5:00:00;0,30;0,30;71,30;1,50;50;0;0,0
11Nov2021 6:00:00;0,00;0,00;72,30;1,00;80;0;0,0
11Nov2021 7:00:00;0,10;0,10;71,20;1,50;50;0;0,0
11Nov2021 8:00:00;0,00;0,00;72,30;1,50;60;0;0,0
11Nov2021 9:00:00;2,20;2,00;62,60;1,50;50;5;0,0
11Nov2021 10:00:00;3,80;0,70;59,40;3,60;70;5;0,0
11Nov2021 11:00:00;5,50;5,00;54,30;1,50;30;5;0,0
11Nov2021 12:00:00;6,60;4,80;45,00;2,10;70;0;0,0
11Nov2021 13:00:00;7,40;6,70;44,90;1,50;40;0;0,0
11Nov2021 14:00:00;7,70;6,90;44,00;1,00;40;0;0,0
11Nov2021 15:00:00;7,70;6,90;40,80;0,50;120;2;0,0
11Nov2021 16:00:00;8,60;6,90;39,00;2,10;60;2;0,0
11Nov2021 17:00:00;7,60;6,80;39,90;1,50;50;1;0,0
11Nov2021 18:00:00;6,10;4,10;39,70;2,10;90;0;0,0
11Nov2021 19:00:00;5,40;3,40;43,00;2,10;50;0;0,0
11Nov2021 20:00:00;4,40;2,30;47,90;2,10;60;0;0,0
11Nov2021 21:00:00;3,50;1,40;53,40;2,10;60;0;0,0
11Nov2021 22:00:00;2,40;0,10;60,40;2,10;60;0;0,0
11Nov2021 23:00:00;1,70;1,50;64,40;1,50;50;0;0,0
12Nov2021 0:00:00;1,00;0,90;67,20;0,50;60;0;0,0
12Nov2021 1:00:00;1,10;-1,80;68,30;2,60;40;0;0,0
12Nov2021 2:00:00;0,50;0,40;70,20;0,00;0;0;0,0
12Nov2021 3:00:00;0,00;0,00;73,40;0,50;40;0;0,0
12Nov2021 4:00:00;0,00;-2,60;73,40;2,10;40;0;0,0
12Nov2021 5:00:00;-0,10;-2,70;74,50;2,10;40;0;0,0
12Nov2021 6:00:00;0,00;-2,60;73,40;2,10;60;0;0,0
12Nov2021 7:00:00;-0,20;-0,20;74,40;1,50;60;0;0,0
12Nov2021 8:00:00;-0,40;-0,40;75,50;1,00;60;0;0,0
12Nov2021 9:00:00;0,70;-1,80;73,50;2,10;70;10;0,0
12Nov2021 10:00:00;3,50;3,20;63,40;1,00;90;0;0,0
12Nov2021 11:00:00;4,90;4,50;59,20;0,50;130;0;0,0
12Nov2021 12:00:00;6,60;6,00;53,00;0,50;90;0;0,0
12Nov2021 13:00:00;7,60;6,90;47,00;1,00;90;0;0,0
12Nov2021 14:00:00;9,40;8,50;41,00;0,50;60;0;0,0
12Nov2021 15:00:00;10,50;9,50;39,00;0,00;0;0;0,0
12Nov2021 16:00:00;10,50;9,50;37,80;0,50;160;0;0,0
12Nov2021 17:00:00;10,00;9,10;40,00;0,50;230;0;0,0
12Nov2021 18:00:00;8,60;7,80;45,90;0,00;0;0;0,0
12Nov2021 19:00:00;7,10;6,50;52,00;0,50;70;0;0,0
12Nov2021 20:00:00;5,90;5,40;57,30;0,00;0;0;0,0
12Nov2021 21:00:00;4,80;4,40;60,50;0,50;60;0;0,0
12Nov2021 22:00:00;3,60;3,30;64,40;0,50;40;0;0,0
12Nov2021 23:00:00;2,80;2,50;67,60;0,00;0;0;0,0
13Nov2021 0:00:00;2,00;1,80;70,50;0,50;50;0;0,0
